customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered,issue_resolved_bin,complaint_registered_bin,review_text_clean,sentiment_score_label,response_time_bucket
14870,male,46-60,west,groceries,online,flipkart,3,average experience overall.,neutral,45,yes,no,1,0,average experience overall,0,24-48h
14871,female,60+,north,automobile,online,croma,5,"amazing experience, highly recommend!",positive,32,yes,no,1,0,amazing experience highly recommend,1,24-48h
14872,female,60+,central,electronics,online,jiomart,4,great value for money.,positive,64,no,no,0,0,great value for money,1,>48h
14873,other,18-25,south,sports,online,paytm mall,2,late delivery and poor packaging.,negative,7,yes,yes,1,1,late delivery and poor packaging,-1,<12h
14874,male,36-45,north,groceries,online,bigbasket,4,excellent product! exceeded expectations.,positive,9,yes,no,1,0,excellent product exceeded expectations,1,<12h
14875,female,36-45,south,fashion,online,snapdeal,2,late delivery and poor packaging.,negative,35,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
14876,female,18-25,central,beauty,online,flipkart,2,not worth the price.,negative,15,yes,yes,1,1,not worth the price,-1,12-24h
14877,male,18-25,east,fashion,online,shopclues,3,works fine but could be better.,neutral,34,yes,no,1,0,works fine but could be better,0,24-48h
14878,male,26-35,north,books,online,lenskart,4,excellent product! exceeded expectations.,positive,54,no,no,0,0,excellent product exceeded expectations,1,>48h
14879,female,60+,south,travel,online,amazon,2,not worth the price.,negative,2,yes,yes,1,1,not worth the price,-1,<12h
14880,other,26-35,west,home & kitchen,online,snapdeal,3,"product is okay, nothing special.",neutral,60,no,no,0,0,product is okay nothing special,0,>48h
14881,female,26-35,north,groceries,online,snapdeal,5,excellent product! exceeded expectations.,positive,64,no,no,0,0,excellent product exceeded expectations,1,>48h
14882,other,60+,central,home & kitchen,online,facebook marketplace,5,great value for money.,positive,20,yes,no,1,0,great value for money,1,12-24h
14883,other,26-35,west,books,online,shopclues,2,late delivery and poor packaging.,negative,63,no,yes,0,1,late delivery and poor packaging,-1,>48h
14884,other,46-60,west,electronics,online,shopclues,3,"delivery was fine, product is decent.",neutral,52,no,no,0,0,delivery was fine product is decent,0,>48h
14885,other,60+,west,fashion,online,boat,5,excellent product! exceeded expectations.,positive,22,yes,no,1,0,excellent product exceeded expectations,1,12-24h
14886,other,18-25,north,electronics,online,boat,4,"amazing experience, highly recommend!",positive,60,no,no,0,0,amazing experience highly recommend,1,>48h
14887,other,36-45,central,sports,online,swiggy instamart,4,very satisfied with the quality.,positive,71,no,no,0,0,very satisfied with the quality,1,>48h
14888,male,26-35,south,books,online,meesho,1,product stopped working after few days.,negative,22,yes,yes,1,1,product stopped working after few days,-1,12-24h
14889,other,18-25,north,automobile,online,paytm mall,5,great value for money.,positive,53,no,no,0,0,great value for money,1,>48h
14890,male,18-25,north,fashion,online,paytm mall,4,"amazing experience, highly recommend!",positive,25,yes,no,1,0,amazing experience highly recommend,1,24-48h
14891,other,46-60,north,groceries,online,myntra,3,"product is okay, nothing special.",neutral,42,yes,no,1,0,product is okay nothing special,0,24-48h
14892,female,46-60,north,travel,online,ajio,1,late delivery and poor packaging.,negative,30,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
14893,other,36-45,central,books,online,tata cliq,4,fast delivery and great packaging.,positive,2,yes,no,1,0,fast delivery and great packaging,1,<12h
14894,female,46-60,north,electronics,online,boat,4,fast delivery and great packaging.,positive,54,no,no,0,0,fast delivery and great packaging,1,>48h
14895,female,46-60,west,fashion,online,flipkart,2,not worth the price.,negative,1,yes,yes,1,1,not worth the price,-1,<12h
14896,female,18-25,north,books,online,croma,2,very disappointed with the quality.,negative,26,yes,yes,1,1,very disappointed with the quality,-1,24-48h
14897,female,18-25,central,sports,online,shopclues,5,fast delivery and great packaging.,positive,46,yes,no,1,0,fast delivery and great packaging,1,24-48h
14898,female,26-35,east,fashion,online,croma,4,very satisfied with the quality.,positive,8,yes,no,1,0,very satisfied with the quality,1,<12h
14899,female,36-45,east,home & kitchen,online,shopclues,3,works fine but could be better.,neutral,20,yes,no,1,0,works fine but could be better,0,12-24h
14900,female,60+,north,sports,online,bigbasket,3,works fine but could be better.,neutral,40,yes,no,1,0,works fine but could be better,0,24-48h
14901,female,60+,central,books,online,reliance digital,3,"delivery was fine, product is decent.",neutral,22,yes,no,1,0,delivery was fine product is decent,0,12-24h
14902,male,60+,east,automobile,online,snapdeal,5,"amazing experience, highly recommend!",positive,4,yes,no,1,0,amazing experience highly recommend,1,<12h
14903,female,26-35,north,electronics,online,flipkart,1,late delivery and poor packaging.,negative,41,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
14904,male,36-45,west,home & kitchen,online,swiggy instamart,1,very disappointed with the quality.,negative,40,yes,yes,1,1,very disappointed with the quality,-1,24-48h
14905,male,18-25,central,beauty,online,facebook marketplace,2,late delivery and poor packaging.,negative,1,yes,yes,1,1,late delivery and poor packaging,-1,<12h
14906,female,36-45,north,sports,online,bigbasket,2,late delivery and poor packaging.,negative,22,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
14907,male,18-25,south,travel,online,bigbasket,1,not worth the price.,negative,39,yes,yes,1,1,not worth the price,-1,24-48h
14908,female,60+,west,books,online,zepto,3,average experience overall.,neutral,49,no,no,0,0,average experience overall,0,>48h
14909,other,36-45,north,home & kitchen,online,lenskart,1,very disappointed with the quality.,negative,18,yes,yes,1,1,very disappointed with the quality,-1,12-24h
14910,other,46-60,west,fashion,online,lenskart,2,customer service was unhelpful.,negative,14,yes,yes,1,1,customer service was unhelpful,-1,12-24h
14911,male,18-25,west,electronics,online,myntra,1,product stopped working after few days.,negative,21,yes,yes,1,1,product stopped working after few days,-1,12-24h
14912,female,60+,east,beauty,online,reliance digital,1,very disappointed with the quality.,negative,54,no,yes,0,1,very disappointed with the quality,-1,>48h
14913,female,36-45,south,fashion,online,myntra,4,"amazing experience, highly recommend!",positive,20,yes,no,1,0,amazing experience highly recommend,1,12-24h
14914,other,18-25,east,beauty,online,jiomart,3,"product is okay, nothing special.",neutral,66,no,no,0,0,product is okay nothing special,0,>48h
14915,female,26-35,north,sports,online,paytm mall,5,fast delivery and great packaging.,positive,5,yes,no,1,0,fast delivery and great packaging,1,<12h
14916,other,26-35,west,automobile,online,jiomart,3,"delivery was fine, product is decent.",neutral,53,no,no,0,0,delivery was fine product is decent,0,>48h
14917,other,18-25,west,beauty,online,nykaa,2,product stopped working after few days.,negative,69,no,yes,0,1,product stopped working after few days,-1,>48h
14918,male,18-25,east,groceries,online,jiomart,4,fast delivery and great packaging.,positive,22,yes,no,1,0,fast delivery and great packaging,1,12-24h
14919,female,46-60,west,books,online,meesho,5,great value for money.,positive,21,yes,no,1,0,great value for money,1,12-24h
14920,female,60+,east,sports,online,croma,1,late delivery and poor packaging.,negative,39,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
14921,female,46-60,east,sports,online,snapdeal,3,average experience overall.,neutral,48,no,no,0,0,average experience overall,0,24-48h
14922,female,46-60,central,travel,online,nykaa,2,late delivery and poor packaging.,negative,60,no,yes,0,1,late delivery and poor packaging,-1,>48h
14923,male,18-25,central,travel,online,shopclues,5,great value for money.,positive,64,no,no,0,0,great value for money,1,>48h
14924,female,18-25,central,automobile,online,flipkart,3,works fine but could be better.,neutral,56,no,no,0,0,works fine but could be better,0,>48h
14925,other,18-25,east,fashion,online,jiomart,1,product stopped working after few days.,negative,27,yes,yes,1,1,product stopped working after few days,-1,24-48h
14926,male,60+,south,electronics,online,facebook marketplace,5,very satisfied with the quality.,positive,4,yes,no,1,0,very satisfied with the quality,1,<12h
14927,female,46-60,north,sports,online,meesho,5,excellent product! exceeded expectations.,positive,36,yes,no,1,0,excellent product exceeded expectations,1,24-48h
14928,other,60+,east,fashion,online,croma,2,product stopped working after few days.,negative,5,yes,yes,1,1,product stopped working after few days,-1,<12h
14929,female,60+,central,travel,online,bigbasket,3,neutral about the quality.,neutral,55,no,no,0,0,neutral about the quality,0,>48h
14930,other,26-35,central,groceries,online,lenskart,4,very satisfied with the quality.,positive,8,yes,no,1,0,very satisfied with the quality,1,<12h
14931,female,36-45,north,home & kitchen,online,jiomart,1,very disappointed with the quality.,negative,7,yes,yes,1,1,very disappointed with the quality,-1,<12h
14932,male,46-60,east,groceries,online,myntra,5,"amazing experience, highly recommend!",positive,33,yes,no,1,0,amazing experience highly recommend,1,24-48h
14933,other,46-60,west,automobile,online,bigbasket,1,customer service was unhelpful.,negative,43,yes,yes,1,1,customer service was unhelpful,-1,24-48h
14934,male,46-60,west,home & kitchen,online,meesho,1,late delivery and poor packaging.,negative,13,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
14935,male,36-45,central,fashion,online,paytm mall,2,not worth the price.,negative,42,yes,yes,1,1,not worth the price,-1,24-48h
14936,male,18-25,north,groceries,online,bigbasket,4,excellent product! exceeded expectations.,positive,50,no,no,0,0,excellent product exceeded expectations,1,>48h
14937,other,60+,east,beauty,online,meesho,4,"amazing experience, highly recommend!",positive,11,yes,no,1,0,amazing experience highly recommend,1,<12h
14938,other,46-60,north,travel,online,jiomart,1,product stopped working after few days.,negative,64,no,yes,0,1,product stopped working after few days,-1,>48h
14939,male,60+,west,electronics,online,snapdeal,2,late delivery and poor packaging.,negative,14,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
14940,female,26-35,east,books,online,nykaa,4,"amazing experience, highly recommend!",positive,2,yes,no,1,0,amazing experience highly recommend,1,<12h
14941,female,18-25,east,home & kitchen,online,zepto,2,late delivery and poor packaging.,negative,66,no,yes,0,1,late delivery and poor packaging,-1,>48h
14942,male,60+,central,fashion,online,jiomart,2,very disappointed with the quality.,negative,53,no,yes,0,1,very disappointed with the quality,-1,>48h
14943,other,60+,central,fashion,online,boat,3,works fine but could be better.,neutral,54,no,no,0,0,works fine but could be better,0,>48h
14944,other,60+,south,groceries,online,zepto,4,fast delivery and great packaging.,positive,3,yes,no,1,0,fast delivery and great packaging,1,<12h
14945,female,36-45,central,sports,online,swiggy instamart,5,"amazing experience, highly recommend!",positive,35,yes,no,1,0,amazing experience highly recommend,1,24-48h
14946,female,60+,central,automobile,online,facebook marketplace,5,fast delivery and great packaging.,positive,6,yes,no,1,0,fast delivery and great packaging,1,<12h
14947,other,26-35,north,automobile,online,snapdeal,5,very satisfied with the quality.,positive,56,no,no,0,0,very satisfied with the quality,1,>48h
14948,female,46-60,west,fashion,online,jiomart,2,late delivery and poor packaging.,negative,31,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
14949,female,36-45,north,sports,online,meesho,2,customer service was unhelpful.,negative,63,no,yes,0,1,customer service was unhelpful,-1,>48h
14950,female,18-25,west,electronics,online,amazon,4,great value for money.,positive,71,no,no,0,0,great value for money,1,>48h
14951,female,46-60,west,groceries,online,bigbasket,2,not worth the price.,negative,22,yes,yes,1,1,not worth the price,-1,12-24h
14952,female,26-35,central,travel,online,meesho,3,"delivery was fine, product is decent.",neutral,22,yes,no,1,0,delivery was fine product is decent,0,12-24h
14953,male,18-25,east,sports,online,lenskart,2,late delivery and poor packaging.,negative,70,no,yes,0,1,late delivery and poor packaging,-1,>48h
14954,female,46-60,south,books,online,croma,4,great value for money.,positive,37,yes,no,1,0,great value for money,1,24-48h
14955,female,46-60,west,electronics,online,swiggy instamart,4,"amazing experience, highly recommend!",positive,51,no,no,0,0,amazing experience highly recommend,1,>48h
14956,male,26-35,south,books,online,paytm mall,1,product stopped working after few days.,negative,70,no,yes,0,1,product stopped working after few days,-1,>48h
14957,female,60+,north,groceries,online,ajio,5,excellent product! exceeded expectations.,positive,30,yes,no,1,0,excellent product exceeded expectations,1,24-48h
14958,female,46-60,north,books,online,nykaa,1,late delivery and poor packaging.,negative,45,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
14959,female,18-25,central,groceries,online,nykaa,3,neutral about the quality.,neutral,56,no,no,0,0,neutral about the quality,0,>48h
14960,other,26-35,south,automobile,online,myntra,5,great value for money.,positive,26,yes,no,1,0,great value for money,1,24-48h
14961,female,60+,north,beauty,online,nykaa,1,late delivery and poor packaging.,negative,48,no,yes,0,1,late delivery and poor packaging,-1,24-48h
14962,female,18-25,north,automobile,online,snapdeal,2,customer service was unhelpful.,negative,24,yes,yes,1,1,customer service was unhelpful,-1,12-24h
14963,male,60+,north,travel,online,meesho,4,"amazing experience, highly recommend!",positive,56,no,no,0,0,amazing experience highly recommend,1,>48h
14964,other,36-45,west,beauty,online,swiggy instamart,4,very satisfied with the quality.,positive,21,yes,no,1,0,very satisfied with the quality,1,12-24h
14965,male,46-60,north,electronics,online,paytm mall,5,"amazing experience, highly recommend!",positive,35,yes,no,1,0,amazing experience highly recommend,1,24-48h
14966,female,46-60,central,home & kitchen,online,bigbasket,4,fast delivery and great packaging.,positive,6,yes,no,1,0,fast delivery and great packaging,1,<12h
14967,male,36-45,east,groceries,online,tata cliq,3,"delivery was fine, product is decent.",neutral,62,no,no,0,0,delivery was fine product is decent,0,>48h
14968,other,36-45,south,electronics,online,ajio,1,not worth the price.,negative,8,yes,yes,1,1,not worth the price,-1,<12h
14969,female,36-45,central,beauty,online,shopclues,5,very satisfied with the quality.,positive,3,yes,no,1,0,very satisfied with the quality,1,<12h
14970,male,46-60,east,sports,online,zepto,3,"delivery was fine, product is decent.",neutral,52,no,no,0,0,delivery was fine product is decent,0,>48h
14971,male,46-60,south,beauty,online,facebook marketplace,1,not worth the price.,negative,13,yes,yes,1,1,not worth the price,-1,12-24h
14972,other,36-45,west,fashion,online,boat,1,very disappointed with the quality.,negative,40,yes,yes,1,1,very disappointed with the quality,-1,24-48h
14973,female,36-45,west,groceries,online,zepto,5,excellent product! exceeded expectations.,positive,71,no,no,0,0,excellent product exceeded expectations,1,>48h
14974,male,46-60,west,books,online,swiggy instamart,1,very disappointed with the quality.,negative,10,yes,yes,1,1,very disappointed with the quality,-1,<12h
14975,other,46-60,west,fashion,online,swiggy instamart,1,late delivery and poor packaging.,negative,16,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
14976,male,46-60,central,beauty,online,meesho,5,"amazing experience, highly recommend!",positive,29,yes,no,1,0,amazing experience highly recommend,1,24-48h
14977,female,36-45,east,books,online,meesho,4,"amazing experience, highly recommend!",positive,58,no,no,0,0,amazing experience highly recommend,1,>48h
14978,male,36-45,south,travel,online,zepto,4,fast delivery and great packaging.,positive,17,yes,no,1,0,fast delivery and great packaging,1,12-24h
14979,male,36-45,north,beauty,online,swiggy instamart,1,late delivery and poor packaging.,negative,70,no,yes,0,1,late delivery and poor packaging,-1,>48h
14980,male,36-45,south,groceries,online,lenskart,2,late delivery and poor packaging.,negative,30,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
14981,male,18-25,west,sports,online,lenskart,4,very satisfied with the quality.,positive,51,no,no,0,0,very satisfied with the quality,1,>48h
14982,other,36-45,central,groceries,online,croma,3,works fine but could be better.,neutral,45,yes,no,1,0,works fine but could be better,0,24-48h
14983,female,36-45,south,books,online,amazon,1,product stopped working after few days.,negative,34,yes,yes,1,1,product stopped working after few days,-1,24-48h
14984,other,18-25,north,home & kitchen,online,jiomart,4,great value for money.,positive,9,yes,no,1,0,great value for money,1,<12h
14985,male,60+,west,home & kitchen,online,swiggy instamart,1,late delivery and poor packaging.,negative,30,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
14986,other,46-60,west,home & kitchen,online,paytm mall,1,very disappointed with the quality.,negative,52,no,yes,0,1,very disappointed with the quality,-1,>48h
14987,male,18-25,north,books,online,facebook marketplace,2,not worth the price.,negative,13,yes,yes,1,1,not worth the price,-1,12-24h
14988,male,26-35,north,beauty,online,reliance digital,2,late delivery and poor packaging.,negative,3,yes,yes,1,1,late delivery and poor packaging,-1,<12h
14989,male,36-45,south,automobile,online,croma,3,neutral about the quality.,neutral,38,yes,no,1,0,neutral about the quality,0,24-48h
14990,other,60+,east,electronics,online,paytm mall,3,works fine but could be better.,neutral,1,yes,no,1,0,works fine but could be better,0,<12h
14991,other,36-45,north,automobile,online,flipkart,5,fast delivery and great packaging.,positive,23,yes,no,1,0,fast delivery and great packaging,1,12-24h
14992,other,60+,east,books,online,tata cliq,2,not worth the price.,negative,61,no,yes,0,1,not worth the price,-1,>48h
14993,other,18-25,east,fashion,online,jiomart,2,not worth the price.,negative,16,yes,yes,1,1,not worth the price,-1,12-24h
14994,male,36-45,west,electronics,online,amazon,2,very disappointed with the quality.,negative,51,no,yes,0,1,very disappointed with the quality,-1,>48h
14995,other,60+,central,beauty,online,others,3,"delivery was fine, product is decent.",neutral,8,yes,no,1,0,delivery was fine product is decent,0,<12h
14996,female,60+,north,travel,online,nykaa,3,works fine but could be better.,neutral,6,yes,no,1,0,works fine but could be better,0,<12h
14997,female,26-35,east,books,online,amazon,2,customer service was unhelpful.,negative,27,yes,yes,1,1,customer service was unhelpful,-1,24-48h
14998,female,46-60,central,groceries,online,snapdeal,4,"amazing experience, highly recommend!",positive,5,yes,no,1,0,amazing experience highly recommend,1,<12h
14999,female,18-25,north,travel,online,paytm mall,3,works fine but could be better.,neutral,50,no,no,0,0,works fine but could be better,0,>48h
15000,male,18-25,central,beauty,online,meesho,4,excellent product! exceeded expectations.,positive,59,no,no,0,0,excellent product exceeded expectations,1,>48h
15001,male,60+,south,sports,online,nykaa,1,product stopped working after few days.,negative,10,yes,yes,1,1,product stopped working after few days,-1,<12h
15002,female,46-60,west,travel,online,myntra,3,average experience overall.,neutral,7,yes,no,1,0,average experience overall,0,<12h
15003,female,26-35,west,fashion,online,zepto,5,"amazing experience, highly recommend!",positive,41,yes,no,1,0,amazing experience highly recommend,1,24-48h
15004,other,60+,central,automobile,online,myntra,4,great value for money.,positive,53,no,no,0,0,great value for money,1,>48h
15005,female,60+,north,groceries,online,meesho,2,product stopped working after few days.,negative,11,yes,yes,1,1,product stopped working after few days,-1,<12h
15006,male,18-25,central,home & kitchen,online,tata cliq,1,customer service was unhelpful.,negative,45,yes,yes,1,1,customer service was unhelpful,-1,24-48h
15007,female,18-25,east,groceries,online,zepto,5,very satisfied with the quality.,positive,22,yes,no,1,0,very satisfied with the quality,1,12-24h
15008,female,26-35,west,home & kitchen,online,myntra,1,very disappointed with the quality.,negative,60,no,yes,0,1,very disappointed with the quality,-1,>48h
15009,other,46-60,west,sports,online,swiggy instamart,3,neutral about the quality.,neutral,48,no,no,0,0,neutral about the quality,0,24-48h
15010,female,36-45,east,fashion,online,myntra,4,"amazing experience, highly recommend!",positive,33,yes,no,1,0,amazing experience highly recommend,1,24-48h
15011,female,36-45,east,sports,online,zepto,3,average experience overall.,neutral,38,yes,no,1,0,average experience overall,0,24-48h
15012,other,36-45,central,sports,online,croma,2,not worth the price.,negative,42,yes,yes,1,1,not worth the price,-1,24-48h
15013,female,36-45,east,books,online,croma,5,fast delivery and great packaging.,positive,26,yes,no,1,0,fast delivery and great packaging,1,24-48h
15014,other,46-60,central,sports,online,bigbasket,1,late delivery and poor packaging.,negative,10,yes,yes,1,1,late delivery and poor packaging,-1,<12h
15015,other,18-25,west,automobile,online,nykaa,5,very satisfied with the quality.,positive,50,no,no,0,0,very satisfied with the quality,1,>48h
15016,other,36-45,west,travel,online,ajio,1,late delivery and poor packaging.,negative,63,no,yes,0,1,late delivery and poor packaging,-1,>48h
15017,other,26-35,east,sports,online,boat,1,customer service was unhelpful.,negative,40,yes,yes,1,1,customer service was unhelpful,-1,24-48h
15018,female,46-60,south,home & kitchen,online,ajio,3,works fine but could be better.,neutral,26,yes,no,1,0,works fine but could be better,0,24-48h
15019,male,18-25,west,automobile,online,croma,3,neutral about the quality.,neutral,64,no,no,0,0,neutral about the quality,0,>48h
15020,female,18-25,south,electronics,online,tata cliq,3,"delivery was fine, product is decent.",neutral,17,yes,no,1,0,delivery was fine product is decent,0,12-24h
15021,male,36-45,west,groceries,online,paytm mall,3,"product is okay, nothing special.",neutral,30,yes,no,1,0,product is okay nothing special,0,24-48h
15022,female,36-45,west,fashion,online,boat,2,product stopped working after few days.,negative,3,yes,yes,1,1,product stopped working after few days,-1,<12h
15023,other,36-45,east,books,online,ajio,2,customer service was unhelpful.,negative,46,yes,yes,1,1,customer service was unhelpful,-1,24-48h
15024,female,60+,central,travel,online,others,2,not worth the price.,negative,33,yes,yes,1,1,not worth the price,-1,24-48h
15025,male,46-60,north,home & kitchen,online,jiomart,5,very satisfied with the quality.,positive,58,no,no,0,0,very satisfied with the quality,1,>48h
15026,male,26-35,south,travel,online,jiomart,5,very satisfied with the quality.,positive,1,yes,no,1,0,very satisfied with the quality,1,<12h
15027,other,46-60,south,travel,online,boat,3,"product is okay, nothing special.",neutral,48,no,no,0,0,product is okay nothing special,0,24-48h
15028,other,36-45,central,groceries,online,boat,2,not worth the price.,negative,44,yes,yes,1,1,not worth the price,-1,24-48h
15029,female,26-35,east,fashion,online,paytm mall,3,"product is okay, nothing special.",neutral,35,yes,no,1,0,product is okay nothing special,0,24-48h
15030,other,18-25,south,beauty,online,meesho,3,neutral about the quality.,neutral,53,no,no,0,0,neutral about the quality,0,>48h
15031,other,18-25,central,books,online,others,1,product stopped working after few days.,negative,5,yes,yes,1,1,product stopped working after few days,-1,<12h
15032,female,26-35,east,books,online,myntra,2,late delivery and poor packaging.,negative,8,yes,yes,1,1,late delivery and poor packaging,-1,<12h
15033,male,60+,south,automobile,online,myntra,2,customer service was unhelpful.,negative,62,no,yes,0,1,customer service was unhelpful,-1,>48h
15034,other,36-45,central,beauty,online,bigbasket,3,"product is okay, nothing special.",neutral,34,yes,no,1,0,product is okay nothing special,0,24-48h
15035,female,36-45,north,groceries,online,ajio,4,great value for money.,positive,5,yes,no,1,0,great value for money,1,<12h
15036,other,26-35,central,travel,online,nykaa,5,excellent product! exceeded expectations.,positive,33,yes,no,1,0,excellent product exceeded expectations,1,24-48h
15037,other,26-35,north,beauty,online,zepto,5,"amazing experience, highly recommend!",positive,34,yes,no,1,0,amazing experience highly recommend,1,24-48h
15038,female,46-60,east,books,online,facebook marketplace,5,fast delivery and great packaging.,positive,10,yes,no,1,0,fast delivery and great packaging,1,<12h
15039,female,18-25,east,books,online,meesho,1,late delivery and poor packaging.,negative,16,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
15040,male,46-60,central,automobile,online,snapdeal,3,neutral about the quality.,neutral,37,yes,no,1,0,neutral about the quality,0,24-48h
15041,other,60+,central,books,online,amazon,1,product stopped working after few days.,negative,54,no,yes,0,1,product stopped working after few days,-1,>48h
15042,male,60+,central,sports,online,snapdeal,3,neutral about the quality.,neutral,47,yes,no,1,0,neutral about the quality,0,24-48h
15043,female,26-35,central,groceries,online,myntra,4,great value for money.,positive,48,no,no,0,0,great value for money,1,24-48h
15044,female,60+,central,fashion,online,lenskart,3,neutral about the quality.,neutral,50,no,no,0,0,neutral about the quality,0,>48h
15045,male,26-35,east,electronics,online,boat,4,very satisfied with the quality.,positive,16,yes,no,1,0,very satisfied with the quality,1,12-24h
15046,female,26-35,central,fashion,online,meesho,5,excellent product! exceeded expectations.,positive,10,yes,no,1,0,excellent product exceeded expectations,1,<12h
15047,other,26-35,west,travel,online,zepto,5,fast delivery and great packaging.,positive,52,no,no,0,0,fast delivery and great packaging,1,>48h
15048,male,18-25,south,books,online,reliance digital,1,late delivery and poor packaging.,negative,52,no,yes,0,1,late delivery and poor packaging,-1,>48h
15049,male,26-35,central,beauty,online,boat,2,product stopped working after few days.,negative,25,yes,yes,1,1,product stopped working after few days,-1,24-48h
15050,male,60+,north,home & kitchen,online,reliance digital,5,fast delivery and great packaging.,positive,48,no,no,0,0,fast delivery and great packaging,1,24-48h
15051,male,46-60,north,electronics,online,lenskart,3,"delivery was fine, product is decent.",neutral,20,yes,no,1,0,delivery was fine product is decent,0,12-24h
15052,male,26-35,north,home & kitchen,online,nykaa,4,very satisfied with the quality.,positive,11,yes,no,1,0,very satisfied with the quality,1,<12h
15053,female,26-35,east,home & kitchen,online,meesho,3,neutral about the quality.,neutral,9,yes,no,1,0,neutral about the quality,0,<12h
15054,other,26-35,north,books,online,others,3,neutral about the quality.,neutral,15,yes,no,1,0,neutral about the quality,0,12-24h
15055,other,18-25,south,automobile,online,bigbasket,2,late delivery and poor packaging.,negative,24,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
15056,other,18-25,south,electronics,online,lenskart,4,excellent product! exceeded expectations.,positive,23,yes,no,1,0,excellent product exceeded expectations,1,12-24h
15057,other,60+,south,electronics,online,tata cliq,1,customer service was unhelpful.,negative,69,no,yes,0,1,customer service was unhelpful,-1,>48h
15058,female,46-60,north,automobile,online,tata cliq,5,excellent product! exceeded expectations.,positive,53,no,no,0,0,excellent product exceeded expectations,1,>48h
15059,other,46-60,south,fashion,online,flipkart,4,"amazing experience, highly recommend!",positive,13,yes,no,1,0,amazing experience highly recommend,1,12-24h
15060,male,26-35,south,sports,online,snapdeal,2,not worth the price.,negative,24,yes,yes,1,1,not worth the price,-1,12-24h
15061,other,60+,west,beauty,online,tata cliq,4,excellent product! exceeded expectations.,positive,65,no,no,0,0,excellent product exceeded expectations,1,>48h
15062,male,18-25,east,electronics,online,paytm mall,5,"amazing experience, highly recommend!",positive,54,no,no,0,0,amazing experience highly recommend,1,>48h
15063,other,60+,south,sports,online,myntra,1,product stopped working after few days.,negative,68,no,yes,0,1,product stopped working after few days,-1,>48h
15064,male,36-45,north,fashion,online,jiomart,1,very disappointed with the quality.,negative,48,no,yes,0,1,very disappointed with the quality,-1,24-48h
15065,male,26-35,east,home & kitchen,online,shopclues,3,"product is okay, nothing special.",neutral,39,yes,no,1,0,product is okay nothing special,0,24-48h
15066,female,46-60,south,home & kitchen,online,myntra,5,fast delivery and great packaging.,positive,52,no,no,0,0,fast delivery and great packaging,1,>48h
15067,other,36-45,west,travel,online,reliance digital,1,not worth the price.,negative,45,yes,yes,1,1,not worth the price,-1,24-48h
15068,male,26-35,south,home & kitchen,online,swiggy instamart,1,product stopped working after few days.,negative,6,yes,yes,1,1,product stopped working after few days,-1,<12h
15069,male,46-60,central,home & kitchen,online,amazon,3,"delivery was fine, product is decent.",neutral,29,yes,no,1,0,delivery was fine product is decent,0,24-48h
15070,female,46-60,north,fashion,online,meesho,4,great value for money.,positive,32,yes,no,1,0,great value for money,1,24-48h
15071,other,46-60,central,travel,online,jiomart,4,very satisfied with the quality.,positive,40,yes,no,1,0,very satisfied with the quality,1,24-48h
15072,other,36-45,west,books,online,flipkart,1,product stopped working after few days.,negative,13,yes,yes,1,1,product stopped working after few days,-1,12-24h
15073,female,26-35,west,travel,online,boat,3,"product is okay, nothing special.",neutral,56,no,no,0,0,product is okay nothing special,0,>48h
15074,female,36-45,central,travel,online,swiggy instamart,3,works fine but could be better.,neutral,6,yes,no,1,0,works fine but could be better,0,<12h
15075,female,60+,east,beauty,online,bigbasket,3,average experience overall.,neutral,67,no,no,0,0,average experience overall,0,>48h
15076,other,26-35,west,fashion,online,lenskart,1,customer service was unhelpful.,negative,21,yes,yes,1,1,customer service was unhelpful,-1,12-24h
15077,male,60+,east,groceries,online,reliance digital,3,neutral about the quality.,neutral,38,yes,no,1,0,neutral about the quality,0,24-48h
15078,male,18-25,west,sports,online,bigbasket,1,not worth the price.,negative,46,yes,yes,1,1,not worth the price,-1,24-48h
15079,male,18-25,east,books,online,boat,3,"product is okay, nothing special.",neutral,28,yes,no,1,0,product is okay nothing special,0,24-48h
15080,male,26-35,central,groceries,online,bigbasket,4,"amazing experience, highly recommend!",positive,52,no,no,0,0,amazing experience highly recommend,1,>48h
15081,female,18-25,south,electronics,online,jiomart,1,very disappointed with the quality.,negative,4,yes,yes,1,1,very disappointed with the quality,-1,<12h
15082,other,60+,west,groceries,online,paytm mall,5,excellent product! exceeded expectations.,positive,65,no,no,0,0,excellent product exceeded expectations,1,>48h
